CASLM   UrbaNet     9509 27231  35  13.4  -0.9   0.7  35   3.0  -0.8    2.1   16  -28
MLNPK   UrbaNet     9510 27610  35  27.1   0.7   1.1  35   3.5   0.8    1.8   15    6
C8083   APRSWXNET   9511 30279  39  25.6   1.1   1.7  39   4.6  -0.8    1.9   30    9
MOA05   MOComAgNet  9519  3614  39  20.3   0.4   1.1  39   2.6  -0.8    1.1   21    5
KKAS2   IEM         9520  5168  39  12.5  -0.2   0.8  39   4.0  -0.8    1.5   29   18
NE006   NEDOR       9521  5288  34  16.1   0.0   0.8  34   4.0  -0.8    1.8   26    9
DKYC1   RAWS        9522  6088  39  13.3   3.9   2.4  39   2.2  -0.8    1.2    9  -38
QENN5   RAWS        9523  6297  39  22.3  -3.5   1.7  39   5.1  -0.8    2.1   30  -24
DPG23   MesoWest    9524  6499  31  15.3   1.0   1.2  31   3.5  -0.8    2.2   11  -13
AP430   APRSWXNET   9525  5665  41  21.0   1.6   1.2  41   3.4  -0.8    1.4   27   -5
GSCN5   RAWS        9526  6146  33  15.2  -1.4   1.7  33   3.3  -0.8    1.8   22   95
AP192   APRSWXNET   9527  8941  37  25.4   0.8   1.1  37   1.0  -0.8    1.3    0    0
C5110   APRSWXNET   9528 10010  33  23.6   0.5   1.7  33   1.7  -0.8    1.5    3  -10
PILM4   Maritime    9529 11564  37   7.5  -1.2   0.7  37   7.8   0.8    3.0   30   -7
CTFPE   MesoWest    9530 15943  41  10.0   0.4   1.9  41   2.3  -0.8    1.5   16  -43
AS311   APRSWXNET   9531 18953  33  28.7   0.3   1.9  33   2.2  -0.8    2.2    4   -6
AR624   APRSWXNET   9532 19949  30  29.6   2.5   1.5  30   2.8   0.8    1.0    5   -4
NWMRT   AWS         9533 26024  41  20.1   1.3   1.1  41   1.3  -0.8    1.0    3  -31
BLLMW   UrbaNet     9534 27250  41  20.7   1.4   2.1  41   2.0  -0.8    1.5    9   39
GFRI    MesoWest    9535 27695  30  15.5   1.1   1.9  30   3.4  -0.8    1.4   20   12
NVHVN   AWS         9536 28503  41  14.8  -1.3   0.9  41   1.4  -0.8    1.1    5  -36
WLLST   AWS         9537 26069  40  19.2   0.8   1.8  40   1.2  -0.8    1.5    2   -2
BTHPG   AWS         9538 26090  40  17.4   0.4   0.9  40   2.1  -0.8    1.2   11    3
FRDRD   AWS         9539 26205  40  21.9   0.2   1.1  40   2.5  -0.8    1.3   16   11
DNVAL   AWS         9540 26277  40  23.8  -0.3   0.9  40   1.7  -0.8    1.7    6   -7
TRNVS   AWS         9541 26280  40  16.6  -1.3   1.4  40   2.9   0.8    1.3    9   -2
PRSMC   AWS         9542 26630  36  22.6  -0.8   1.1  36   2.0  -0.8    0.9    8    7
PS002   UrbaNet     9543 27316  39  25.1  -0.5   1.2  39   4.1  -0.8    2.6   22  -11
BRBNK   UrbaNet     9544 27560  40  17.4   0.9   2.0  40   3.4  -0.8    1.7   19  -16
SHRNS   UrbaNet     9545 27584  40  15.0  -0.4   1.1  40   2.0  -0.8    1.6    6  -15
SHLIS   AWS         9546 28514  40  15.0  -1.2   0.8  40   1.3  -0.8    1.1    3  -66
GORMS   UrbaNet     9547 30004  36  14.9  -0.4   1.1  36   1.9  -0.8    1.6    4   17
C8539   APRSWXNET   9548 30900  39  15.6   0.7   0.9  39   1.4  -0.8    1.5    1  -33
C1130   APRSWXNET   9559  4177  39  19.4   1.5   1.0  39   2.8  -0.8    2.5   14  107
KETC    OK-Meso     9560  5432  39  26.7   2.6   1.2  39   5.6   0.8    1.2   29    9
KING    OK-Meso     9561  5433  39  24.7   0.7   1.3  39   5.9   0.8    2.0   28   22
MIAM    OK-Meso     9562  5443  39  22.5   0.8   1.2  39   4.3   0.8    1.3   24    9
WAUR    OK-Meso     9563  5477  39  26.4   1.0   1.6  39   5.0  -0.8    1.5   30    4
RNFO3   RAWS        9564  6348  39   7.4   0.5   2.6  39   3.5   0.8    1.7   18    3
RICH    MesoWest    9565  7429  39  15.2  -0.9   2.7  39   3.1  -0.8    2.1   17  -25
CMRW4   RAWS        9566  7880  40  11.1  -2.0   1.6  40   4.2   0.8    2.7   19  -28
C2841   APRSWXNET   9567  9671  39  14.0  -0.2   1.4  39   4.8  -0.8    2.0   32  -61
BLAN4   RAWS        9568 10714  39  21.1   1.5   2.3  39   1.9  -0.8    1.3   13   17
GDSV2   RAWS        9569 11076  39  25.7   0.8   1.0  39   2.5   0.8    1.3    7  -18
C6257   APRSWXNET   9570 17743  39  21.3   0.1   1.2  39   2.0  -0.8    1.5   11   19
MSWN    MesoWest    9571 19286  29  14.0   5.5   1.3  29   1.4  -0.8    1.3    2    4
C7400   APRSWXNET   9572 22559  32  24.6  -0.2   1.6  32   2.3   0.8   12.2    0    0
JAYOK   AWS         9573 23386  36  23.5   1.1   0.9  36   2.4  -0.8    1.3   14   -2
INGLS   AWS         9574 24150  40  26.9  -0.6   0.9  40   6.8   0.8    1.9   40  -15
GRNBY   AWS         9575 24369  40  10.7   1.8   1.7  40   3.3  -0.8    2.6   21  104
BLAIR   AWS         9576 24554  40  20.7  -0.4   1.3  40   2.2  -0.8    1.1   11    3
HBGIL   AWS         9577 24806  40  21.5  -1.2   1.2  40   2.5  -0.8    1.6   13   41
MAMIF   AWS         9578 24912  40  28.0   0.1   1.7  40   2.9  -0.8    0.9   26   -9
MOORE   AWS         9579 24970  40  18.4  -0.5   1.9  40   2.1  -0.8    1.4   12   25
RVRDG   AWS         9580 25387  40  17.2  -0.2   1.4  40   1.7  -0.8    1.5    5  -31
C3842   APRSWXNET   9581 11026  31  29.8   0.7   1.0  31   1.8  -0.8    0.9    7   34
CQ063   MesoWest    9582 18377  38  15.3   0.2   1.9  38   2.4   0.8    1.1    4  -10
LASVU   UrbaNet     9583 27051  38  23.3  -1.4   1.1  38   2.2  -0.8    1.9    8   -8
WBZT2   UrbaNet     9584 27626  38  14.9   0.1   1.5  38   2.2  -0.8    1.9   10  -13
BRMNG   AWS         9585 28142  28  25.9   0.5   1.1  28   2.8  -0.8    1.5   13   -7
CONTY   AWS         9586 30196  28  16.2   0.3   0.8  28   2.5  -0.8    0.8   11  -23
C8288   APRSWXNET   9587 30848  31  14.8   0.1   1.8  31   4.3  -0.8    1.8   22  -19
AR313   APRSWXNET   9590  3869  35  19.2   0.3   1.7  35   0.8  -0.8    1.0    2  -98
C0121   APRSWXNET   9591  4087  38  11.0   0.5   0.9  38   4.4  -0.8    2.0   30   -9
C5490   APRSWXNET   9592  4892  38  13.7   2.1   1.9  38   1.5  -0.8    1.4    6   41
WOOD    OK-Meso     9593  5483  38  25.0   1.6   2.2  38   6.9   0.8    1.5   32    4
AP059   APRSWXNET   9594  5651  38  14.5   2.1   2.2  38   1.2  -0.8    1.5    5   -5
AS236   APRSWXNET   9595  5749  35  31.3  -0.8   0.8  35   3.5  -0.8    1.6   22   -6
HMEC2   RAWS        9596  7214  37  12.5   1.6   4.2  38   3.7  -0.8    2.7   19  -34
AP352   APRSWXNET   9597  8957  31  18.5   0.3   1.1  31   2.7  -0.8    1.6   16    8
C0562   APRSWXNET   9598  9386  28  22.1   0.3   1.3  28   1.2  -0.8    1.1    0    0
TR272   RAWS        9607  6424  37  14.5  10.2   3.0  37   2.2  -0.8    1.4   11  -56
CYFW1   RAWS        9608  7894  40  11.6   1.4   3.1  40   1.8  -0.8    1.5   13   -7
GCRW4   RAWS        9609  7917  40  11.3  -1.5   1.9  40   2.9  -0.8    1.6   21   41
C3484   APRSWXNET   9610 10642  40  24.8  -0.3   0.9  40   0.7  -0.8    0.9    0    0
CGLK1   RAWS        9611 12374  40  24.3   0.8   1.2  40   6.1   0.8    2.2   34   -2
LSNC1   RAWS        9612 12492  40  11.8   2.3   2.1  40   2.0  -0.8    1.0   10   -5
PBUI1   RAWS        9613 12532  40  13.3   1.0   1.5  40   4.5   0.8    1.7   24   15
LILLI   AWS         9614 24882  40  27.7   2.0   0.9  40   1.2  -0.8    1.0    0    0
SYKEV   AWS         9615 25192  40  22.4   0.9   1.0  40   2.5  -0.8    1.3   15   -5
WRNSE   AWS         9616 25768  40  26.4  -0.6   0.9  40   1.4  -0.8    1.4    2   12
SMMRV   AWS         9617 26408  40  25.6   0.2   1.0  40   1.5  -0.8    1.1    5   -2
EPLST   AWS         9618 26590  40  16.5   0.0   1.4  40   1.3  -0.8    0.9    2   10
MESQT   UrbaNet     9619 26994  37  27.0  -0.3   0.9  37   3.3  -0.8    1.5   19    9
LVRCC   AWS         9620 28144  40  26.7   1.2   1.3  40   1.4  -0.8    0.9    0    0
ATHEN   AWS         9621 29116  40  25.5   0.8   0.9  40   2.7  -0.8    1.3   17   10
HSTAS   UrbaNet     9622 27023  36  28.1  -0.9   1.6  36   2.2  -0.8    1.9    7    7
REVER   UrbaNet     9623 27445  36  14.5  -0.1   1.2  36   2.7  -0.8    1.9   13  -25
LUMBR   AWS         9624 28212  26  27.8   0.3   1.6  26   3.0   0.8    1.4    7   -6
DETSC   AWS         9625 31266  42  15.9  -0.1   0.9  42   2.7  -0.8    1.6   21    1
ARST2   WT-Meso     9633  3632  39  25.1   0.4   1.0  39   6.4   0.8    1.6   30    5
DMST2   WT-Meso     9634  3634  29  25.3   0.4   1.3  29   5.8   0.8    1.6   23  -18
ANTL    OK-Meso     9635  5387  39  25.1   1.2   1.1  39   2.2  -0.8    1.1   12    5
KENT    OK-Meso     9636  5431  39  22.9  -0.0   1.4  39   5.7   0.8    2.0   31    7
MVVM7   RAWS        9637  6247  39  22.1   0.9   0.8  39   3.5  -0.8    1.5   22   39
SRYM8   RAWS        9638  6395  39  12.2   3.1   2.2  39   3.0  -0.8    1.6   23  -37
C3157   APRSWXNET   9639  9712  39  18.6  -0.9   1.3  39   1.7  -0.8    1.3    9   -5
C4237   APRSWXNET   9640  9882  39  23.1  -1.2   0.8  39   2.7   0.8    1.3    9    1
C5801   APRSWXNET   9641 10130  39  18.6   1.2   1.0  39   2.2  -0.8    1.5   18   27
CHFT1   RAWS        9642 10729  39  25.5   1.4   1.2  39   3.4   0.8    1.3   18    6
NNHM6   RAWS        9643 10814  39  28.4   1.5   1.4  39   2.9   0.8    0.9   13  -78
FRNM5   RAWS        9644 11073  39   7.2  -0.6   1.4  39   2.0  -0.8    1.4    9    8
TNBM1   RAWS        9645 11119  39  10.7   1.4   1.9  39   1.8  -0.8    1.4    7    0
46026   Maritime    9646 11388  39  12.9  -0.6   0.6  39   4.6   0.8    1.6   25   19
OH115   OHDOT       9647 13132  35  17.7   1.7   1.2  35   1.8  -0.8    1.4    5   42
OH124   OHDOT       9648 13139  32  18.1   0.7   2.5  32   6.4   0.8   11.6   29   -6
KMYJ    NonFedAWOS  9649 13187  35  20.2   1.0   0.9  35   5.0   0.8    1.3   29    3
LKRV2   RAWS        9650 20227  39  20.9   4.0   1.3  39   1.9  -0.8    1.6    6    4
C4416   APRSWXNET   9651 20665  39  30.8   1.2   0.6  39   2.0  -0.8    1.0   10  -12
DYER    MesoWest    9652 21733  39  15.7  -2.3   2.0  39   4.5  -0.8    2.6   24  -20
C6995   APRSWXNET   9653 21918  35  12.8   1.1   0.9  35   3.4  -0.8    2.4   19   25
NWTLD   AWS         9654 25017  39  19.8   0.9   1.4  39   2.8  -0.8    1.4   21   18
GDRC2   RAWS        9655 12425  40  13.3   0.9   1.8  40   5.0   0.8    1.7   32  -11
TCKC1   RAWS        9656 12607  40  17.3  -0.0   1.8  40   2.2  -0.8    1.5    8   -1
TANAC   MesoWest    9657 12854  40  12.3   0.7   0.8  40   3.1  -0.8    1.4   16  -42
NPSF1   NOS-NWLON   9658 12930  28  30.3   0.1   1.5  28   3.1   0.8    1.7    9  -28
OH036   OHDOT       9659 13063  38  18.1   0.4   1.1  38   1.4  -0.8    1.1    3   18
RCEI4   IADOT       9660 17832  40  15.6   0.4   1.0  40   4.4  -0.8    1.8   30   -3
C7403   APRSWXNET   9661 22533  40  17.1   0.4   1.4  40   1.7  -0.8    1.0    6   18
TR192   RAWS        9662 23044  40   8.1   6.0   3.7  40   3.2   0.8    1.9   10  -48
KIIGS   AWS         9663 23429  40  22.8   0.9   1.4  40   5.2  -0.8    1.8   33   50
CRSCS   AWS         9664 24225  40  13.6  -0.4   1.8  40   3.5  -0.8    2.1   18  -24
CLDGE   AWS         9665 24227  40  29.3   0.6   0.6  40   1.9  -0.8    1.0   10   17
HAVDG   AWS         9666 24804  40  20.8  -0.0   1.8  40   2.1  -0.8    1.4   11   -5
MILVP   AWS         9667 24945  40  19.3   1.8   1.7  40   1.5  -0.8    1.3    3  -49
PRINC   AWS         9668 25072  40  19.2   0.5   1.4  40   1.9  -0.8    1.2    8  -10
ROMPA   AWS         9669 25109  40  14.9  -0.4   1.8  40   1.3  -0.8    1.7    3   58
CHTAN   AWS         9670 25306  40  16.3   1.9   1.9  40   1.7  -0.8    1.0    8   12
WRWCK   AWS         9671 25395  40  17.3   1.6   0.9  40   2.2  -0.8    1.1   14   12
FRDNA   AWS         9672 25403  40  14.2  -0.2   1.6  40   2.0  -0.8    1.1   10   21
NMTHB   AWS         9673 25664  40  19.0   1.9   1.0  40   2.1  -0.8    1.2   10  157
CRMXL   AWS         9674 26014  40  16.8   1.0   1.0  40   1.8  -0.8    1.1    4  -18
HCKY1   AWS         9675 26164  40  23.2  -0.1   1.0  40   2.5  -0.8    1.1   12   -7
RCKHL   AWS         9676 26366  40  21.1  -0.2   1.3  40   1.9  -0.8    1.2   10  -35
HRNLK   AWS         9677 26576  41  24.0  -0.7   1.9  41   2.4  -0.8    1.2   13  -51
PNSHH   UrbaNet     9678 27613  41  25.5  -0.2   1.6  41   4.1  -0.8    2.2   24  -10
LVGME   UrbaNet     9679 27904  38  23.3  -1.1   1.1  38   2.2  -0.8    2.0    8  -11
MNKHN   AWS         9680 28944  41  16.5   0.0   1.4  41   1.5  -0.8    1.5    4   -6
BWCCD   AWS         9681 30620  40  23.7   0.1   1.3  40   1.5  -0.8    1.6    2   31
ATFR7   UrbaNet     9682 30686  37  23.3  -0.4   1.4  37   2.1  -0.8    1.7    7  -12
SANDG   AWS         9683 30742  37  17.9  -2.7   1.5  37   2.3  -0.8    1.5    8  -27
ARLNX   AWS         9684 30951  28  28.0   0.5   1.2  28   2.7  -0.8    1.4   12    7
SNNWS   AWS         9685 31031  38  28.9   0.2   1.0  38   2.5  -0.8    1.2   16  -27
DLTON   AWS         9686 31268  40  24.0   0.1   1.3  40   2.0  -0.8    1.3   11   68
RPLEY   AWS         9687 31299  40  24.3  -0.4   1.4  40   2.2  -0.8    1.9    9  -50
MTRSN   AWS         9688 31393  40  25.8  -1.0   1.0  40   2.4  -0.8    1.1   13    5
WHTSV   AWS         9689 31399  40  14.2   0.8   1.0  40   1.9  -0.8    1.7    6  -34
RTYC1   NOS-PORTS   9696  5201  38  16.6   0.3   1.6  38   3.2   0.8    1.5   17   15
UP104   MesoWest    9697  6738  38  16.4   4.3   2.3  38   4.5   0.8    2.9   19  -13
RASW4   RAWS        9698  8015  40   8.8   3.0   2.0  40   3.4   0.8    1.8   11   -3
MNST2   WT-Meso     9704  3624  39  24.9   0.0   1.2  39   6.5   0.7    1.6   28   -5
C4453   APRSWXNET   9705  4686  39  17.4   2.2   2.0  39   1.4  -0.7    1.5    2  -34
C4541   APRSWXNET   9706  4701  39  15.3  -1.1   1.8  39   4.4  -0.7    2.2   33    8
MN010   MNDOT       9707  5327  40  11.6   0.0   1.0  39   6.1   0.7    1.5   30   -7
CIMN5   RAWS        9708  6050  39  14.0  -2.7   2.2  39   3.2  -0.7    2.3   21  -32
GALN2   RAWS        9709  6130  39  13.1  -0.8   1.9  39   4.1  -0.7    2.4   24  -31
KMFW1   RAWS        9710  6183  39  11.2  -0.8   2.0  39   3.0   0.7    1.5   13   -1
TABC1   RAWS        9711  6404  39  18.5   0.6   1.5  39   1.6  -0.7    1.1    3  -15
BRHC1   RAWS        9712  7149  39  15.1  -2.0   2.0  39   2.6  -0.7    1.5   17  -12
HHFO3   RAWS        9713  7213  39  12.3   1.6   2.0  39   2.2  -0.7    1.6   10   24
JAYC2   RAWS        9714  7224  39  18.3   3.8   2.8  39   2.2   0.7    1.6    5    8
LVMC1   RAWS        9715  7255  39  15.3  -3.4   1.7  39   3.3   0.7    1.1   17    9
MIPC1   RAWS        9716  7262  39  15.5  -0.8   1.6  39   2.8   0.7    1.3   10   -7
H0041   WXforYou    9717 10397  39  23.5  -0.6   1.0  39   1.2  -0.7    1.4    4   -0
EDTF1   RAWS        9718 10752  39  28.7   0.9   1.0  39   2.9   0.7    0.9   13    9
WLHS1   RAWS        9719 10875  39  22.0  -2.5   2.0  39   1.0  -0.7    0.6    0    0
C1404   APRSWXNET   9721 22170  39   9.8   0.2   1.3  39   2.1  -0.7    1.9   11    2
HOBBS   AWS         9722 23368  39  25.2  -0.3   1.1  39   3.7  -0.7    2.0   24   -1
MVSTA   AWS         9723 23527  39  15.0  -0.7   1.7  39   2.9  -0.7    1.8   11   16
WREGT   AWS         9724 24456  43  24.0  -0.1   1.8  43   2.4  -0.7    1.2   15  -11
JEFFR   AWS         9725 25431  36  20.9  -0.8   1.0  36   2.3  -0.7    1.4   11 -114
RXGI    MesoWest    9726 27722  30  12.5   1.6   2.0  30   3.2   0.7    1.7    9  -38
HYMRK   AWS         9727 28687  39  21.6  -1.6   1.1  39   2.0  -0.7    1.3   10   44
TR127   RAWS        9728 31096  39  19.4   1.5   1.6  39   1.6  -0.7    1.1    6   -4
BELEV   AWS         9729 31260  33  15.0   0.2   1.0  33   2.8  -0.7    1.1   13    4
C8241   APRSWXNET   9730 32158  27  17.6   1.0   1.5  27   2.7  -0.7    1.5   13   38
FRDDC   AWS         9731 26197  35  21.2  -0.6   1.1  35   2.7  -0.7    1.4   12  -24
LNCJF   AWS         9732 32391  38  20.1   1.3   1.3  38   1.9  -0.7    1.3    8   -4
45001   Maritime    9735 11543  38   7.8  -0.5   0.9  38   7.4   0.7    1.9   30   -6
44017   Maritime    9736 11545  38  16.4  -0.7   0.6  38   7.5   0.7    1.6   36  -16
HAUW3   WIDOT       9737 15046  38  10.6   0.8   1.7  38   3.3  -0.7    1.5   21  -52
C7286   APRSWXNET   9738 22459  35  13.0   1.8   1.5  35   1.7  -0.7    1.1   11   14
SGRLF   AWS         9739 25519  29  15.4   1.2   1.1  29   1.8  -0.7    1.4    5  -11
CAMW4   RAWS        9740 12365  40  12.4  -0.3   2.0  40   4.4  -0.7    2.1   27   -7
GMFW1   RAWS        9741 12428  40   9.9  -2.9   3.0  40   1.8  -0.7    1.1    6   -7
BBNL1   RAWS        9742 13190  40  27.5   0.9   1.4  40   2.2  -0.7    1.4   11   -5
CTHLT   MesoWest    9743 17836  37  12.0   0.8   1.8  37   2.2  -0.7    2.3    6  -31
RWII4   IADOT       9744 17876  31  13.5   0.6   0.8  31   4.4  -0.7    1.5   19   -5
SDMGR   MesoWest    9745 19003  31  19.7  -0.9   2.3  31   3.4   0.7    1.4   15  -37
SIMIV   AWS         9746 23611  40  21.9   0.2   2.2  40   2.3  -0.7    1.4   13   73
CLEBE   AWS         9747 23773  40  27.1   0.3   1.3  40   2.7  -0.7    1.5   20    7
BNSHS   AWS         9748 24570  40  22.0   0.5   1.0  40   2.3  -0.7    1.2   14    2
EDONO   AWS         9749 24698  40  16.3   0.2   1.1  40   3.8  -0.7    1.2   26  -35
EWING   AWS         9750 24723  40  22.6   2.2   1.9  40   1.4  -0.7    1.5    3   66
FRSBG   AWS         9751 24753  40  13.6  -5.7   1.6  40   2.2  -0.7    1.0   14   -7
GLFRD   AWS         9752 24773  40  16.5   0.4   0.9  40   1.5  -0.7    1.1    4   20
WODBG   AWS         9753 25270  40  16.0  -0.3   0.9  40   1.5  -0.7    1.2    3   71
WLWMS   AWS         9754 26008  40  21.6   0.3   1.2  40   1.8  -0.7    1.2    7   -6
MNTST   AWS         9755 26402  40  19.7   0.1   1.4  40   3.2   0.7    1.2   10   -0
BCKNL   AWS         9756 26865  40  15.3  -0.2   1.5  40   4.1  -0.7    2.4   27  -15
LNSDW   UrbaNet     9757 27461  40  19.3  -0.2   1.5  40   2.0  -0.7    1.7    7   -5
WHALE   MesoWest    9758 28083  31  14.7  -0.4   2.1  31   1.5  -0.7    1.2    3   26
RIPTN   AWS         9759 28346  40  23.9  -0.1   1.3  40   2.0  -0.7    1.3    7  -38
BUNNB   AWS         9760 28475  40  25.2   0.4   1.2  40   1.0  -0.7    1.0    0    0
BURES   AWS         9762 30954  40  25.4  -1.1   1.3  40   2.9  -0.7    1.3   19   13
C8665   APRSWXNET   9763 31236  37  20.0   1.6   1.6  37   2.2  -0.7    1.2   11  -38
C1824   APRSWXNET   9771  4277  40  12.6   0.9   1.9  40   2.1  -0.7    2.0   11   22
ARAU1   RAWS        9772  5977  40  16.0   1.3   1.3  40   3.3  -0.7    2.0   20   18
CO096   CODOT       9773  7838  37  18.1   2.4   2.0  37   1.7  -0.7    1.5    4  -26
UT26    MesoWest    9774  8133  35  16.2   0.8   2.0  34   2.7  -0.7    2.4   10  -91
C1792   APRSWXNET   9778  5784  39  18.5   0.7   1.8  39   0.8  -0.7    0.9    2  -28
CDDT2   RAWS        9779  6039  39  25.6   0.6   1.1  39   3.1  -0.7    1.0   19   20
DNFI1   RAWS        9780  6089  39  15.1   2.7   2.0  39   1.1  -0.7    1.6    2   11
LRCM8   RAWS        9781  6207  39  10.2  -0.8   1.8  39   2.9   0.7    1.6   12  -41
UP439   MesoWest    9782  6897  39  12.2   0.8   2.1  39   6.7   0.7    2.4   33   22
CEST2   WT-Meso     9783  7010  39  24.3   0.3   1.3  39   6.4   0.7    1.7   34   -1
C0988   APRSWXNET   9784  7638  39  14.7   0.9   1.6  39   1.8  -0.7    1.5    9  -28
C2665   APRSWXNET   9785  9648  39  22.4   1.0   1.0  39   2.2  -0.7    1.6   10  -11
C5467   APRSWXNET   9786 10079  39  19.0   4.4   2.2  39   3.2  -0.7    1.9   20  -18
C5549   APRSWXNET   9787 10097  33  15.7   1.2   2.0  33   1.6  -0.7    1.7    8  -11
DC001   DCNet       9788 10206  39  23.2   0.1   1.2  39   3.9   0.7    1.7   15  -10
RHCM6   RAWS        9789 10827  39  27.7   0.8   1.2  39   2.9   0.7    0.8   15    8
45007   Maritime    9790 13299  36  14.7  -1.3   1.3  36   7.3  -0.7    1.6   35  -13
AP996   APRSWXNET   9791 13441  39  27.3  -0.6   1.7  39   3.8  -0.7    1.6   27   -1
CQ035   MesoWest    9792 18354  39  19.0  -1.1   1.4  39   1.9  -0.7    1.3    4  -11
DVHCC   AWS         9793 23312  36  17.6  -1.6   1.4  36   1.9  -0.7    1.3    9  -26
JCKSO   AWS         9794 25417  28  17.6   0.2   1.7  28   2.7   0.7    1.4    6   17
ITD27   MesoWest    9795 29806  39  11.2  -0.2   1.0  39   3.7   0.7    1.9   18  -20
OWHMP   AWS         9796 26508  41  25.1   0.7   1.4  41   2.1  -0.7    1.2   12    6
NRIST   UrbaNet     9797 27417  38  19.5   0.2   1.3  38   1.9  -0.7    1.7    8   24
C5485   APRSWXNET   9801 11031  38  17.9   1.5   1.6  38   1.6  -0.7    1.7    6  -45
44007   Maritime    9802 11531  35  12.4  -0.6   0.9  35   4.8  -0.7    2.1   24   -2
QWJ     MesoWest    9803 12813  35  14.6  -0.5   0.9  35   3.7   0.7    1.7   15    1
AP024   APRSWXNET   9804 17453  35  16.4   2.6   1.3  35   1.8  -0.7    1.3   11  -22
MTCHN   AWS         9805 25655  38  18.8   0.5   1.4  38   1.9  -0.7    1.7    5   11
AP559   APRSWXNET   9806 10496  40  21.7   1.4   1.6  40   2.2  -0.7    1.8   14   -3
MPAM6   RAWS        9807 10800  39  27.2   0.9   1.9  39   3.1   0.7    1.0   15   -2
MWRM1   RAWS        9808 11091  39  13.0   0.3   2.0  39   1.3  -0.7    1.2    3   53
44029   Maritime    9809 11578  32  13.3  -1.1   0.8  32   4.7  -0.7    1.9   19   -8
WUY     SAO         9810 11645  32   5.8  -0.2   0.9  32   3.5   0.7    1.1   14    2
GLFM8   RAWS        9811 12186  29  13.4   1.4   1.9  29   4.4   0.7    2.0   17  -28
BNGC1   RAWS        9812 12345  40  17.2   0.8   1.1  40   3.0   0.7    1.1   12  -26
OTRU1   RAWS        9813 12527  40  10.9  -0.5   1.7  40   4.6   0.7    1.5   20    9
STKM8   RAWS        9814 12601  40  10.6   0.2   1.9  40   1.1  -0.7    1.5    0    0
OH090   OHDOT       9815 13115  34  17.2   1.2   1.7  34   1.7  -0.7    0.8    7  -18
AR692   APRSWXNET   9816 18026  34  30.2   1.2   0.8  34   2.0  -0.7    1.1    6    4
ASHBN   AWS         9817 24526  40  23.2   0.7   1.3  40   2.2  -0.7    1.6   12   36
CSHRE   AWS         9818 24658  40  16.3   0.2   1.1  40   1.6  -0.7    0.8    3   57
CULAL   AWS         9819 24661  40  23.9  -0.5   1.0  40   1.6  -0.7    1.2    5  -16
ELZTN   AWS         9820 24712  32  23.1   1.2   1.2  32   3.0  -0.7    1.5   17   97
NWBLM   AWS         9821 25013  39  19.3  -0.5   1.5  39   1.9  -0.7    1.4    8    0
UPPER   AWS         9822 25217  40  20.2   1.2   1.0  40   1.8  -0.7    1.6    5   -5
WRRNG   AWS         9823 25274  39  19.2   0.3   1.6  39   1.4  -0.7    1.2    5   13
KNNPL   AWS         9824 25336  40  24.2  -1.0   0.8  40   1.1  -0.7    0.9    3   22
SMMTS   AWS         9825 25508  40  17.6   0.1   1.0  40   2.2  -0.7    1.0    8  -14
ALGNQ   AWS         9826 25727  40  16.6   0.8   1.5  40   4.1  -0.7    1.4   27  -16
BTTLB   AWS         9827 25908  40  15.2  -0.2   0.9  40   1.8  -0.7    1.2    8   -6
PLVRN   AWS         9828 25967  40  18.7  -0.7   1.1  40   1.7  -0.7    1.4    6   26
LNRCU   AWS         9829 25981  40  23.0  -0.3   1.4  40   1.7  -0.7    1.2    9    5
PWTCS   AWS         9830 26283  40  15.3  -0.2   0.8  40   1.9  -0.7    1.2    6   19
RBBPH   AWS         9831 26365  40  18.8  -0.9   0.9  40   4.1  -0.7    2.3   27   -5
FXBCV   AWS         9832 26512  40  15.7   0.3   1.6  40   1.2  -0.7    0.8    2  -19
MDTWN   AWS         9833 26787  40  17.0   0.5   1.6  40   2.0  -0.7    1.1   11   -6
AEXDR   AWS         9834 26818  40  -1.7 -16.1   3.8  40   1.9  -0.7    1.2   13    2
A0020   AWS         9835 26858  40  15.9   0.6   1.5  40   1.8  -0.7    1.6    4  -54
LXVGS   UrbaNet     9836 26920  39  25.5   0.5   1.4  39   2.0  -0.7    1.7    7  -41
ISVGS   UrbaNet     9837 27048  37  23.8  -0.9   0.9  37   2.2  -0.7    1.8    7  -40
HSTDW   UrbaNet     9838 27078  40  28.0  -1.2   1.5  40   3.1  -0.7    1.8   20   -3
GRMRC   UrbaNet     9839 27118  40  27.2  -1.0   1.7  40   2.9  -0.7    2.1   22   -7
WSHMG   UrbaNet     9840 27246  39  23.3   0.4   1.4  39   2.4  -0.7    2.5    9 -154
HAKSK   UrbaNet     9841 27371  39  18.6   1.3   1.4  39   1.9  -0.7    2.2    4   20
NCKLS   AWS         9842 28138  40  19.9  -0.1   1.6  40   1.8  -0.7    1.5    6  -24
A30     MesoWest    9843 28274  39  22.0   0.7   1.3  39   4.8   0.7    1.8   20  -21
STTLC   AWS         9844 28441  40  12.8   0.8   1.6  40   1.7  -0.7    1.6    9   -1
NE056   NEDOR       9845 28861  42  15.0   0.3   1.2  42   4.1  -0.7    2.2   27  -15
KQ43    NJWxNet     9846 29015  39  20.5   1.1   1.3  29   2.5  -0.7    2.0    7    2
ELXC1   NERRS       9847 29502  39  16.7  -0.6   2.0  39   2.6   0.7    1.4    9   24
